학술연구분야분류표 (2016.2월 현재),,,,,,
분야코드,구분,대분류명,중분류명,소분류명,세분류명,분류명 (영문)
B121211,B,사회과학,교육학,교과교육학,윤리교육학,Ethics Education
B121212,B,사회과학,교육학,교과교육학,지리교육학,Geography Education
B121213,B,사회과학,교육학,교과교육학,체육교육학,Physical Education
B121214,B,사회과학,교육학,교과교육학,컴퓨터교육학,Computer Education
B121215,B,사회과학,교육학,교과교육학,한국어교육학,Korean Education for Speakers of Other Languages
B121216,B,사회과학,교육학,교과교육학,환경교육학,Ecology Education
B129900,B,사회과학,교육학,기타교육학,,Other Education
B130000,B,사회과학,법학,,,Law
B130100,B,사회과학,법학,법학일반,,Law in general 
B130101,B,사회과학,법학,법학일반,법철학,Philosophy of Law
B130102,B,사회과학,법학,법학일반,법사상,Legal Thought
B130103,B,사회과학,법학,법학일반,기초법,Basic Law
B130104,B,사회과학,법학,법학일반,법정책학,Law and Policy
B130105,B,사회과학,법학,법학일반,비교법학,Comparative Law
B130106,B,사회과학,법학,법학일반,법학교육,Law Education
B130107,B,사회과학,법학,법학일반,법정보학,Law and Information
B130108,B,사회과학,법학,법학일반,법사학,Legal History
B130109,B,사회과학,법학,법학일반,법경제학,Law and Economy
B130110,B,사회과학,법학,법학일반,법정치학,Law and Politic
B130111,B,사회과학,법학,법학일반,법사회학,Sociology of Law
B130112,B,사회과학,법학,법학일반,법여성학,Feminist Jurisprudence
B130113,B,사회과학,법학,법학일반,법해석학,Interpretation of Law
B130200,B,사회과학,법학,공법,,Public Law
B130201,B,사회과학,법학,공법,헌법,Constitutional Law 
B130202,B,사회과학,법학,공법,행정법,Administrative Law 
B130203,B,사회과학,법학,공법,형법,Criminal Law
B130204,B,사회과학,법학,공법,형사소송법,Criminal Procedure
B130205,B,사회과학,법학,공법,민사소송법,Civil Procedure 
B130206,B,사회과학,법학,공법,형사정책,Criminal Policy
B130207,B,사회과학,법학,공법,국제/해양법,International Law of the Sea
B130208,B,사회과학,법학,공법,국제경제법,International Economic Law
B130209,B,사회과학,법학,공법,국제환경법,International Environmental Law
B130210,B,사회과학,법학,공법,국제협력/국적법,Law of International Cooperation / Nationality
B130300,B,사회과학,법학,사법,,Private Law
B130310,B,사회과학,법학,사법,민법,Civil Law 
B130311,B,사회과학,법학,사법,물권법,Logistics Law
B130312,B,사회과학,법학,사법,채권법,Law of Obligation
B130313,B,사회과학,법학,사법,친족법,Law of Family
B130314,B,사회과학,법학,사법,상속법,Law of Succession
B130320,B,사회과학,법학,사법,상법,Mercantile Law 
B130321,B,사회과학,법학,사법,상행위/신용거래/전자거래법,Law of Commercial Activity / Dealings on Credit / Electronic Trade
B130322,B,사회과학,법학,사법,유가증권/어음수표법,Law of Commercial Papers
B130323,B,사회과학,법학,사법,상사법,Commercial Law
B130324,B,사회과학,법학,사법,해사/해상/해상운송/해상보험법,Maritime Insurance Law
B130330,B,사회과학,법학,사법,국제사법,Private International Law
B130340,B,사회과학,법학,사법,국제거래법,International Commercial Transactions Law 
B130400,B,사회과학,법학,분야별법,,Law of Special Parts
B130401,B,사회과학,법학,분야별법,경제법,Economic Law
B130402,B,사회과학,법학,분야별법,조세/세법,Tax Law
B130403,B,사회과학,법학,분야별법,노동법,Labor Law 
B130404,B,사회과학,법학,분야별법,사회보장/사회법,Social Security Law
B130405,B,사회과학,법학,분야별법,교육법,Education Law
B130406,B,사회과학,법학,분야별법,환경/교통법,Environmental / Road Traffic Law
B130407,B,사회과학,법학,분야별법,의료/보건법,Medical / Health Law
B130408,B,사회과학,법학,분야별법,중재법,Arbitration Law
B130409,B,사회과학,법학,분야별법,지적재산권법,Intellectual Property Law
B130410,B,사회과학,법학,분야별법,토지/부동산/주택/농지법,Law of Real Estate
B130411,B,사회과학,법학,분야별법,지방자치법,Local Government Related Law
B130412,B,사회과학,법학,분야별법,소비자/보호법,Consumer Protection Law
B130413,B,사회과학,법학,분야별법,통일관계법,Unification Related Law
B130414,B,사회과학,법학,분야별법,인권/국제인권법,Human Rights / International Human Rights Law
B130415,B,사회과학,법학,분야별법,민주주의법,Democracy Act
B139900,B,사회과학,법학,기타법학,,Other Law
B140000,B,사회과학,행정학,,,Public Administration
B140100,B,사회과학,행정학,행정학일반,,Public Administration in general
B140101,B,사회과학,행정학,행정학일반,행정철학,Administrative Philosophy
B140102,B,사회과학,행정학,행정학일반,행정교육,Educational Administration
B140103,B,사회과학,행정학,행정학일반,행정사,Public Administration History
B140104,B,사회과학,행정학,행정학일반,행정윤리,Administrative Ethics
B140105,B,사회과학,행정학,행정학일반,행정문화,Administrative Culture
B140106,B,사회과학,행정학,행정학일반,관료제,Studies of Bureaucracy
B140107,B,사회과학,행정학,행정학일반,규제행정,Regulation Administration
B140200,B,사회과학,행정학,재무행정,,Public Budgeting and Financial Management
B140300,B,사회과학,행정학,행정조직/관리,,Public Management
B140400,B,사회과학,행정학,인사행정,,Public Sector Human Resources Management
B140500,B,사회과학,행정학,도시/지방행정,,Urban / Local Government Management
B140600,B,사회과학,행정학,비교/발전행정,,Comparative / Development Administration
B140700,B,사회과학,행정학,행정정보,,Administrative Information Resources Management
B140800,B,사회과학,행정학,계량행정,,Quantitative Administrative Methods 
B140900,B,사회과학,행정학,국제/외무행정,,International Public Administration
B141000,B,사회과학,행정학,분야별행정,,Public Administration in Several Fields
B141001,B,사회과학,행정학,분야별행정,보건/위생행정,Public Health Administration
B141002,B,사회과학,행정학,분야별행정,사회복지행정,Social Welfare Administration
B141003,B,사회과학,행정학,분야별행정,사법/법무행정,Judicial Administration
B141004,B,사회과학,행정학,분야별행정,노동행정,Labor Administration
B141005,B,사회과학,행정학,분야별행정,환경행정,Environmental Administration
B141006,B,사회과학,행정학,분야별행정,경찰행정,Police Administration
B141007,B,사회과학,행정학,분야별행정,교육행정,Educational Administration
B141008,B,사회과학,행정학,분야별행정,문화행정,Cultural Administration
B141009,B,사회과학,행정학,분야별행정,과학기술행정,Research and Development Administration
B141010,B,사회과학,행정학,분야별행정,국방/안보행정,National Defense Administration / Security Administration
B149900,B,사회과학,행정학,기타행정학,,Other Public Administration
B150000,B,사회과학,정책학,,,Public Policy
B150100,B,사회과학,정책학,정책학일반,,Public Policy in general
B150101,B,사회과학,정책학,정책학일반,정책이론,Theories of Public Policy
B150102,B,사회과학,정책학,정책학일반,정책교육,Public Policy Education
B150103,B,사회과학,정책학,정책학일반,정책평가,Public Policy Evaluation
B150200,B,사회과학,정책학,인사정책,,Human Resources Management Policy
B150300,B,사회과학,정책학,국방/안보정책,,Defense and Security Policy
B150400,B,사회과학,정책학,노동/법률정책,,Labor Policy
B150500,B,사회과학,정책학,재정/경제정책,,Financial Economic Policy
B150600,B,사회과학,정책학,문화/사회/보건복지정책,,Culture / Health / Welfare Policy
B150700,B,사회과학,정책학,산업/통상정책,,Industrial / Trade Policy
B150800,B,사회과학,정책학,과학기술/정보통신정책,,Science Technology and Information Policy
B150900,B,사회과학,정책학,환경/자원정책,,Environmental / Resources Policy
B151000,B,사회과학,정책학,학술/교육정책,,Academic / Educational Policy
B151100,B,사회과학,정책학,농림수산정책,,Food / Agriculture / Forestry / Fisheries Policy
B159900,B,사회과학,정책학,기타정책학,,Other Public Policy
B160000,B,사회과학,지리학,,,Geography
B160100,B,사회과학,지리학,지리학일반,,Geography in general
B160101,B,사회과학,지리학,지리학일반,지리학사,History of Geography
B160102,B,사회과학,지리학,지리학일반,지리연구방법,Geographical Methodology
B160103,B,사회과학,지리학,지리학일반,지도학,Cartography
B160104,B,사회과학,지리학,지리학일반,계량지리,Quantitative Geography
B160105,B,사회과학,지리학,지리학일반,지리정보시스템,GIS
B160106,B,사회과학,지리학,지리학일반,지리교육,Geography Education
B160200,B,사회과학,지리학,인문지리학,,Human Geography
B160201,B,사회과학,지리학,인문지리학,인구지리,Population Geography
B160202,B,사회과학,지리학,인문지리학,정치지리,Political Geography
B160203,B,사회과학,지리학,인문지리학,경제지리,Economic Geography
B160204,B,사회과학,지리학,인문지리학,사회지리,Social Geography
B160205,B,사회과학,지리학,인문지리학,문화지리,Cultural Geography
B160206,B,사회과학,지리학,인문지리학,도시지리,Urban Geography
B160207,B,사회과학,지리학,인문지리학,농촌지리,Rural Geography
B160208,B,사회과학,지리학,인문지리학,교통지리,Transportation Geography
B160209,B,사회과학,지리학,인문지리학,역사지리,Historical Geography
B160210,B,사회과학,지리학,인문지리학,환경지리,Environmental Geography
B160211,B,사회과학,지리학,인문지리학,관광지리,Geography of Tourism
B160212,B,사회과학,지리학,인문지리학,풍수지리,Geomancy
B160213,B,사회과학,지리학,인문지리학,지형경관론,Geography of Landscape
B160214,B,사회과학,지리학,인문지리학,한국지형지,Landform Development of Korea
B160299,B,사회과학,지리학,인문지리학,기타인문지리학,Other Human Geography
B160300,B,사회과학,지리학,자연지리학,,Physical Geography
B160301,B,사회과학,지리학,자연지리학,지형학,Geography of Landform
B160302,B,사회과학,지리학,자연지리학,기후학,Geography of Climate
B160303,B,사회과학,지리학,자연지리학,수문학,Geography of Hydrology
B160304,B,사회과학,지리학,자연지리학,토양지리,Geography of Soil
B160305,B,사회과학,지리학,자연지리학,생물지리,Biogeography
B160306,B,사회과학,지리학,자연지리학,환경지리,Environmental Geography
B160307,B,사회과학,지리학,자연지리학,생태지리,Ecological Geography
B160308,B,사회과학,지리학,자연지리학,경관생태론,Landscape Ecology
B160399,B,사회과학,지리학,자연지리학,기타자연지리학,Other Physical Geography
B160400,B,사회과학,지리학,지역지리학,,Regional Geography
B160401,B,사회과학,지리학,지역지리학,한국지리,Geography of Korea
B160402,B,사회과학,지리학,지역지리학,아시아지리,Geography of Asia
B160403,B,사회과학,지리학,지역지리학,아메리카지리,Geography of America
B160404,B,사회과학,지리학,지역지리학,유럽지리,Geography of Europe
B160405,B,사회과학,지리학,지역지리학,아프리카지리,Geography of Africa
B160406,B,사회과학,지리학,지역지리학,오세아니아지리,Geography of Oceania
B160407,B,사회과학,지리학,지역지리학,극지지리,Geography of Polar region
B160408,B,사회과학,지리학,지역지리학,세계지리,World Regional Geography
B169900,B,사회과학,지리학,기타지리학,,Other Geography
B170000,B,사회과학,국제/지역개발,,,International / Regional Development
B171500,B,사회과학,국제/지역개발,지역개발,,Regional Development
B171501,B,사회과학,국제/지역개발,지역개발,도시개발/계획,Urban Development / Planning
B171502,B,사회과학,국제/지역개발,지역개발,지역사회개발,Regional Community Development
B171503,B,사회과학,국제/지역개발,지역개발,지역경제/정책,Regional Economics / Policy
B171504,B,사회과학,국제/지역개발,지역개발,주택/부동산,Housing / Real Estate
B171505,B,사회과학,국제/지역개발,지역개발,교통/물류,Transportation / Logistics
B171506,B,사회과학,국제/지역개발,지역개발,지역문화개발,Regional Culture Development
B171507,B,사회과학,국제/지역개발,지역개발,지역환경/자원개발,Regional Environment / Resources Development
B171600,B,사회과학,국제/지역개발,새마을/국제개발협력,,Saemaul Undong / International Development Cooperation
B171601,B,사회과학,국제/지역개발,새마을/국제개발협력,새마을개발협력(교육/훈련),Saemaul Undong (education / training)
B171602,B,사회과학,국제/지역개발,새마을/국제개발협력,새마을개발협력(조직/리더십),Saemaul Undong (organization / leadership)
B171603,B,사회과학,국제/지역개발,새마을/국제개발협력,새마을개발협력(공동체/자원봉사),Saemaul Undong (community / volunteer)
B171604,B,사회과학,국제/지역개발,새마을/국제개발협력,새마을개발협력(협동조합/사회적경제),Saemaul Undong (cooperative / social economy)
B171605,B,사회과학,국제/지역개발,새마을/국제개발협력,공적개발원조(ODA),Official development assistance
B171606,B,사회과학,국제/지역개발,새마을/국제개발협력,경제개발협력,Economy Development Cooperation
B171607,B,사회과학,국제/지역개발,새마을/국제개발협력,환경/자원개발협력(산림/환경/에너지),Environment / Resource Development Cooperation (forest / Environment / Energy)
B171608,B,사회과학,국제/지역개발,새마을/국제개발협력,사회개발협력(농촌/낙후지역),Social Development Cooperation (Rural / underdeveloped region)
B171609,B,사회과학,국제/지역개발,새마을/국제개발협력,사회개발협력(사회적자본/거버넌스),Social Development Cooperation (Social Capital / Governance)
B171610,B,사회과학,국제/지역개발,새마을/국제개발협력,문화/체육협력,Cultural / Athletic Cooperation
B171611,B,사회과학,국제/지역개발,새마을/국제개발협력,공중보건협력(빈곤/건강/삶의질),Public Health Coopration (Poverty / Health / Qualty of Life)
B171612,B,사회과학,국제/지역개발,새마을/국제개발협력,안전/평화/갈등,Safety / Peace / Conflict
B171613,B,사회과학,국제/지역개발,새마을/국제개발협력,난민/이민,Refugee / Immigration
B179900,B,사회과학,국제/지역개발,기타국제/지역개발,,Other International / Regional Development
B180000,B,사회과학,관광학,,,Tourism
B180100,B,사회과학,관광학,관광학일반,,Tourism in general
B180101,B,사회과학,관광학,관광학일반,관광정책,Tourism Policy
B180102,B,사회과학,관광학,관광학일반,관광비교,Comparative Tourism
B180103,B,사회과학,관광학,관광학일반,관광정보,Tourism Information System
B180104,B,사회과학,관광학,관광학일반,관광역사,History of Tourism
B180105,B,사회과학,관광학,관광학일반,관광법규,Tourism Law
B180106,B,사회과학,관광학,관광학일반,관광행정,Tourism Administration
B180200,B,사회과학,관광학,관광경영/경제,,Tourism Management /  Economics
B180201,B,사회과학,관광학,관광경영/경제,여행사/항공사경영,Travel Agency / Airlines Service Management
B180202,B,사회과학,관광학,관광경영/경제,호텔/외식산업경영,Hotel / Food service Management
B180300,B,사회과학,관광학,관광마케팅/상품,,Tourism Marketing
B180400,B,사회과학,관광학,관광자원,,Tourism Resources
B180500,B,사회과학,관광학,관광개발,,Tourism Development
B180600,B,사회과학,관광학,관광지계획설계,,Destination Planning 
B180700,B,사회과학,관광학,관광사업/레져사업,,Tourism / Leisure Business
B180800,B,사회과학,관광학,국제관광,,International Tourism
B180900,B,사회과학,관광학,관광행동/심리,,Consumer Behavior in the Tourism Industry
B181000,B,사회과학,관광학,관광통역,,Tourism Interpretation
B181100,B,사회과학,관광학,관광문화,,Cultural Tourism
B181200,B,사회과학,관광학,컨벤션/이벤트산업,,Convention / Event Industry
B189900,B,사회과학,관광학,기타관광학,,Other Tourism
B190000,B,사회과학,신문방송학,,,Journalism and Broadcasting
B190100,B,사회과학,신문방송학,신문방송학일반,,Journalism and Broadcasting in general
B190101,B,사회과학,신문방송학,신문방송학일반,여론조사/연구방법,Polls / Survey
B190102,B,사회과학,신문방송학,신문방송학일반,언론사상,Thoughts of Journalism
B190103,B,사회과학,신문방송학,신문방송학일반,언론정책,Media Policy
B190104,B,사회과학,신문방송학,신문방송학일반,비교언론,Comparative Journalism
B190105,B,사회과학,신문방송학,신문방송학일반,언론교육,Media Education
B190106,B,사회과학,신문방송학,신문방송학일반,인터넷신문/방송,Internet Newspaper / Broadcast
B190107,B,사회과학,신문방송학,신문방송학일반,언론사,History of Journalism
B190108,B,사회과학,신문방송학,신문방송학일반,언론/매스컴사회학,Press / Media Sociology
B190109,B,사회과학,신문방송학,신문방송학일반,언론/미디어법제,Press / Media Legislation
B190110,B,사회과학,신문방송학,신문방송학일반,문화이론/대중문화론,Cultural Theory / Pop Culture
B190111,B,사회과학,신문방송학,신문방송학일반,매체비평,Media Criticism
B190200,B,사회과학,신문방송학,언론학/언론정보학,,Journalism / Communication
B190201,B,사회과학,신문방송학,언론학/언론정보학,커뮤니케이션이론,Communication Theory
B190202,B,사회과학,신문방송학,언론학/언론정보학,저널리즘이론,Journalism Theory
B190203,B,사회과학,신문방송학,언론학/언론정보학,언론·정보,Journalism / Media Studies
B190204,B,사회과학,신문방송학,언론학/언론정보학,방송·영상,Broadcast / Video
B190300,B,사회과학,신문방송학,광고/홍보학,,Advertising / Public Relations
B190301,B,사회과학,신문방송학,광고/홍보학,국제광고/홍보,International Advertising / PR
B190302,B,사회과학,신문방송학,광고/홍보학,광고/홍보산업,Advertising / PR industry
B190303,B,사회과학,신문방송학,광고/홍보학,광고기획/제작,Advertising Planning / Production
B190304,B,사회과학,신문방송학,광고/홍보학,서비스경영,Service Management
B190305,B,사회과학,신문방송학,광고/홍보학,서비스마케팅,Service Marketing
B190400,B,사회과학,신문방송학,영상학,,Visual Communication
B190401,B,사회과학,신문방송학,영상학,뉴미디어,New Media
B190402,B,사회과학,신문방송학,영상학,멀티미디어/영상매체/교육매체,Multimedia / Visual Media / Educational Media
B190403,B,사회과학,신문방송학,영상학,영상커뮤니케이션,Visual Communication
B190404,B,사회과학,신문방송학,영상학,미디어산업,Media Industry
B190405,B,사회과학,신문방송학,영상학,영화,Film
B190406,B,사회과학,신문방송학,영상학,보도사진,Photo Journalism
B190500,B,사회과학,신문방송학,커뮤니케이션학,,Communication
B190501,B,사회과학,신문방송학,커뮤니케이션학,매스커뮤니케이션,Mass Communication
B190502,B,사회과학,신문방송학,커뮤니케이션학,휴먼커뮤니케이션,Human Communication
B190503,B,사회과학,신문방송학,커뮤니케이션학,정치커뮤니케이션,Political Communication
B190504,B,사회과학,신문방송학,커뮤니케이션학,대인/미시커뮤니케이션,Micro Interpersonal
B190505,B,사회과학,신문방송학,커뮤니케이션학,인터넷커뮤니케이션,Internet Communication
B190506,B,사회과학,신문방송학,커뮤니케이션학,자아/개인커뮤니케이션,Self / Personal Communication
B190507,B,사회과학,신문방송학,커뮤니케이션학,국제/사회커뮤니케이션,International Communication
B190508,B,사회과학,신문방송학,커뮤니케이션학,비판커뮤니케이션,Communication Criticism
B190509,B,사회과학,신문방송학,커뮤니케이션학,거시커뮤니케이션,Macro Communication
B190510,B,사회과학,신문방송학,커뮤니케이션학,조직커뮤니케이션,Organizational Communication
B190511,B,사회과학,신문방송학,커뮤니케이션학,비언어커뮤니케이션,Nonverbal Communication
B190512,B,사회과학,신문방송학,커뮤니케이션학,설득/협상커뮤니케이션,Persuasion / Negotiation 
B190513,B,사회과학,신문방송학,커뮤니케이션학,과학커뮤니케이션,Science Communication
B190600,B,사회과학,신문방송학,출판학,,Publication Studies
B199900,B,사회과학,신문방송학,기타신문방송학,,Other Journalism
B200000,B,사회과학,군사학,,,Military Science 
B200100,B,사회과학,군사학,군사이론,,Military Studies
B200200,B,사회과학,군사학,안보이론,,Security Studies
B200300,B,사회과학,군사학,국방정책론,,Defense Policy Analysis
B200400,B,사회과학,군사학,군사전략술,,Military Strategy Analysis
B200500,B,사회과학,군사학,군사전술론,,Military Tactics Analysis
B200600,B,사회과학,군사학,전쟁론,,War Studies
B200700,B,사회과학,군사학,무기체계론,,Military Weapons Systems
B200800,B,사회과학,군사학,군사정보론,,Military Intelligence
B200900,B,사회과학,군사학,국방행정론,,Defense Administration
B201000,B,사회과학,군사학,군사지리론,,Defense Geographic Studies
B201100,B,사회과학,군사학,군진의학,,Military Medicine Studies
B201200,B,사회과학,군사학,통솔론,,Military Leadership
B201300,B,사회과학,군사학,군비통제론,,Theories of Arms Control
B201400,B,사회과학,군사학,군사사,,Military History
B209900,B,사회과학,군사학,기타군사학,,Other Military Science
B210000,B,사회과학,심리과학,,,Psychological Science
B210100,B,사회과학,심리과학,심리학이론/심리학사,,History of Psychology
B210200,B,사회과학,심리과학,생물/생리심리,,Biological / Physiological Psychology
B210300,B,사회과학,심리과학,동기/정서심리,,Psychology of Motivation and Emotion
B210400,B,사회과학,심리과학,심리측정/계량심리,,Psychometrics
B210500,B,사회과학,심리과학,감각/지각심리,,Sensation and Perception
B210600,B,사회과학,심리과학,인지/언어심리,,Psycholinguistics
B210700,B,사회과학,심리과학,학습심리,,Psychology of Learning
B210800,B,사회과학,심리과학,신경심리,,Neuropsychology
B210900,B,사회과학,심리과학,발달/노년심리,,Developmental / Psychology of Aging
B211000,B,사회과학,심리과학,성격심리,,Personality Psychology
B211100,B,사회과학,심리과학,사회/문화심리,,Social / Cultural Psychology
B211200,B,사회과학,심리과학,임상심리,,Clinical Psychology
B211300,B,사회과학,심리과학,상담심리/심리치료,,Counseling Psychology / Psychotherapy
B211400,B,사회과학,심리과학,건강/재활심리,,Health / Rehabilitation Psychology
B211500,B,사회과학,심리과학,산업/조직심리,,Industrial / Organizational Psychology
B211600,B,사회과학,심리과학,소비자/광고심리,,Consumer Psychology / Psychology of Advertising
B211700,B,사회과학,심리과학,학교/교육심리,,School / Educational Psychology
B211800,B,사회과학,심리과학,응용심리,,Applied Psychology
B211801,B,사회과학,심리과학,응용심리,지역사회심리,Community Psychology
B211802,B,사회과학,심리과학,응용심리,환경심리,Environmental Psychology
B211803,B,사회과학,심리과학,응용심리,여성/가족심리,Psychology of Women / Family Psychology
B211804,B,사회과학,심리과학,응용심리,종교심리,Psychology of Religion
B211805,B,사회과학,심리과학,응용심리,디자인/예술심리,Psychology of Design and Arts
B211806,B,사회과학,심리과학,응용심리,스포츠심리,Sport Psychology
B211807,B,사회과학,심리과학,응용심리,범죄/법심리,Criminal / Forensic Psychology
B211808,B,사회과학,심리과학,응용심리,교정심리,Correctional Psychology
B211809,B,사회과학,심리과학,응용심리,교통심리,Traffic Psychology
B211900,B,사회과학,심리과학,사회문제심리,,Psychology of Social Issues
B219900,B,사회과학,심리과학,기타심리과학,,Other Psychology Science
B990000,B,사회과학,기타사회과학,,,Other Social Science
C000000,C,자연과학,,,,Natural Science
C010000,C,자연과학,자연과학일반,,,Natural Science General
C010100,C,자연과학,자연과학일반,과학윤리,,Science and Ethics
C010200,C,자연과학,자연과학일반,자연현상,,Natural phenomena
C010300,C,자연과학,자연과학일반,과학정보,,Scientific Information
C010400,C,자연과학,자연과학일반,과학법규,,Scientific laws
C010500,C,자연과학,자연과학일반,문화재보존과학,,Cultural Heritage Conservation Science
C019900,C,자연과학,자연과학일반,기타자연과학일반,,Other Natural Sciences General
C020000,C,자연과학,수학,,,Mathematics
C020100,C,자연과학,수학,수학일반,,Mathematics General
C020101,C,자연과학,수학,수학일반,수학사,Mathematics History
C020102,C,자연과학,수학,수학일반,수리논리,Mathematical logic
C020103,C,자연과학,수학,수학일반,수학교육,Mathematics Education
C020200,C,자연과학,수학,대수학,,Algebra
C020201,C,자연과학,수학,대수학,선형대수,Linear algebra
C020202,C,자연과학,수학,대수학,가환대수,Commutative algebra
C020203,C,자연과학,수학,대수학,호몰리지대수,Homological algebra
C020204,C,자연과학,수학,대수학,수론,Number theory
C020205,C,자연과학,수학,대수학,격자론,Lattice theory
C020206,C,자연과학,수학,대수학,조합수학,Combined mathematics
C020207,C,자연과학,수학,대수학,군과표현,Group and expression
C020208,C,자연과학,수학,대수학,환론,Ring theory
C020209,C,자연과학,수학,대수학,리대수/리군,Lie algebra / Lie groups
C020210,C,자연과학,수학,대수학,대수기하,Algebraic Geometry
C020300,C,자연과학,수학,해석학,,Analysis
C020301,C,자연과학,수학,해석학,고전/실해석,Classical / chamber analysis
C020302,C,자연과학,수학,해석학,복소/조화해석,Complex / harmonized interpretation
C020303,C,자연과학,수학,해석학,함수해석/작용소론,Functional analysis / Operator theory
C020304,C,자연과학,수학,해석학,비선형해석/변분론,Nonlinear Analysis / Calculus of variations 
C020305,C,자연과학,수학,해석학,다양체위의해석학,Various positions of Analysis
C020306,C,자연과학,수학,해석학,동력계및상미분방정식,Dynamometer and ordinary differential equations
C020307,C,자연과학,수학,해석학,편미분방정식,Partial differential equation
C020308,C,자연과학,수학,해석학,적분방정식,Integral Equations
C020400,C,자연과학,수학,기하학,,Geometry
C020401,C,자연과학,수학,기하학,고전기하,Classical geometry
C020402,C,자연과학,수학,기하학,미분기하,Differential geometry
C020403,C,자연과학,수학,기하학,복소기하,Complex geometry
C020404,C,자연과학,수학,기하학,해석기하,Analytical Geometry
C020405,C,자연과학,수학,기하학,로렌쯔기하,Lorentz geometry
C020406,C,자연과학,수학,기하학,핀슬러기하,Sludge pin geometry
C020407,C,자연과학,수학,기하학,리만기하,Riemann geometry
C020408,C,자연과학,수학,기하학,응용기하,Applied Geometry
C020500,C,자연과학,수학,위상수학,,Topology
C020501,C,자연과학,수학,위상수학,일반위상수학,General topology
C020502,C,자연과학,수학,위상수학,대수위상수학,Algebraic Topology
C020503,C,자연과학,수학,위상수학,기하위상수학,Geometric Topology
C020504,C,자연과학,수학,위상수학,조합위상수학,Combination Topology
C020600,C,자연과학,수학,확률론,,Probability Theory
C020601,C,자연과학,수학,확률론,조합적확률론,Stochastic combinatorial
C020602,C,자연과학,수학,확률론,추상공간위확률론,Abstract probability space above
C020603,C,자연과학,수학,확률론,확률과정론,Stochastic processes
C020604,C,자연과학,수학,확률론,마르코프과정,Markov process
C020605,C,자연과학,수학,확률론,확률해석학,Stochastic analysis
C020606,C,자연과학,수학,확률론,확률적극한이론,Strong probability theory
C020607,C,자연과학,수학,확률론,큐잉이론과응용,Queueing Theory and Applications
C020700,C,자연과학,수학,응용수학,,Applied Mathematics
C020701,C,자연과학,수학,응용수학,연속체역학,Deformable mechanics
C020702,C,자연과학,수학,응용수학,수치해석,Numerical analysis
C020703,C,자연과학,수학,응용수학,수리계획법/최적화이론,Mathematical programming / optimization theory
C020704,C,자연과학,수학,응용수학,이산수학/알고리즘,Discrete Mathematics / algorithm
C020705,C,자연과학,수학,응용수학,암호론,Introduction to Cryptography
C020800,C,자연과학,수학,분야별수학,,Each own field Mathematics
C020801,C,자연과학,수학,분야별수학,전산수학,Computational Mathematics
C020802,C,자연과학,수학,분야별수학,생물수학,Biological Mathematics
C020803,C,자연과학,수학,분야별수학,공학수학,Engineering Mathematics
C020804,C,자연과학,수학,분야별수학,보험수학,Actuarial mathematics
C020805,C,자연과학,수학,분야별수학,금융수학,Financial mathematics
C029900,C,자연과학,수학,기타수학,,Other Math
C030000,C,자연과학,통계학,,,Statistics
C030100,C,자연과학,통계학,통계적추론,,Statistical Inference
C030101,C,자연과학,통계학,통계적추론,모수적추론,Parametric inference
C030102,C,자연과학,통계학,통계적추론,비모수적추론,Non-parametric inference
C030103,C,자연과학,통계학,통계적추론,베이지안추론,Bayesian inference
C030104,C,자연과학,통계학,통계적추론,통계적의사결정,Statistical Decision Making
C030200,C,자연과학,통계학,시계열분석,,Time Series Analysis
C030300,C,자연과학,통계학,다변량통계,,Multivariate Statistics
C030400,C,자연과학,통계학,선형/비선형모형론,,Linear / non-linear typology
C030401,C,자연과학,통계학,선형/비선형모형론,회귀분석,Regression Analysis
C030402,C,자연과학,통계학,선형/비선형모형론,실험계획,Experimental design
C030403,C,자연과학,통계학,선형/비선형모형론,선형모형,Linear models
C030500,C,자연과학,통계학,통계적방법론,,Statistical Methodology
C030501,C,자연과학,통계학,통계적방법론,생존분석,Survival analysis
C030502,C,자연과학,통계학,통계적방법론,범주형자료분석,Categorical Data Analysis
C030503,C,자연과학,통계학,통계적방법론,품질관리,Quality control
C030504,C,자연과학,통계학,통계적방법론,통계계산/그래픽스,Statistical calculations / graphics
C030600,C,자연과학,통계학,표본조사및이론,,Sample survey theory
C030601,C,자연과학,통계학,표본조사및이론,표본추출이론,Sampling Theory
C030602,C,자연과학,통계학,표본조사및이론,표본조사,Sampling survey
C030700,C,자연과학,통계학,확률,,Probability
C030701,C,자연과학,통계학,확률,분포이론,Distribution theory
C030702,C,자연과학,통계학,확률,극한이론,Ultimate Theory
C030703,C,자연과학,통계학,확률,확률과정,Stochastic process
C030704,C,자연과학,통계학,확률,마코프과정,Markov processes
C030705,C,자연과학,통계학,확률,확률미적분,Probability calculus
C030706,C,자연과학,통계학,확률,큐잉이론,Queueing Theory
C030707,C,자연과학,통계학,확률,극단값이론,Extreme value theory
C030800,C,자연과학,통계학,분야별통계,,Each own field Statistics
C030801,C,자연과학,통계학,분야별통계,전산통계,Computational Statistics
C030802,C,자연과학,통계학,분야별통계,생물통계,Biostatistics
C030803,C,자연과학,통계학,분야별통계,의학통계,Medical Statistics
C030804,C,자연과학,통계학,분야별통계,사회과학통계,Social Science Statistics
C030805,C,자연과학,통계학,분야별통계,보험/금융통계,Insurance / Financial Statistics
C030806,C,자연과학,통계학,분야별통계,정보통계,Info Statistic
